news,label_key,gold,pred_binary,correct
Gold books its first gain in 6 sessions as dollar falls,Price Sentiment_positive,1,1,1
Gold books its first gain in 6 sessions as dollar falls,Price Sentiment_negative,0,0,1
Gold books its first gain in 6 sessions as dollar falls,Price Sentiment_none,0,0,1
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Price Direction Up,1,0,0
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Price Direction Constant,0,0,1
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Price Direction Down,0,0,1
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Asset Comparision,0,0,1
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Past Information,1,1,1
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Future Information,0,0,1
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Price Sentiment_positive,1,0,0
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Price Sentiment_negative,0,1,0
"Feb. gold settles at $1,185.50/oz, up 60 cents, or less than 0.1%",Price Sentiment_none,0,0,1
gold futures tumble to fresh 5-year lows,Price Direction Up,0,0,1
gold futures tumble to fresh 5-year lows,Price Direction Constant,0,0,1
gold futures tumble to fresh 5-year lows,Price Direction Down,1,1,1
gold futures tumble to fresh 5-year lows,Asset Comparision,0,0,1
gold futures tumble to fresh 5-year lows,Past Information,1,1,1
gold futures tumble to fresh 5-year lows,Future Information,0,0,1
gold futures tumble to fresh 5-year lows,Price Sentiment_positive,0,0,1
gold futures tumble to fresh 5-year lows,Price Sentiment_negative,1,1,1
gold futures tumble to fresh 5-year lows,Price Sentiment_none,0,0,1
"silver plunges on heavy sell-off, gold edges up",Price Direction Up,1,0,0
"silver plunges on heavy sell-off, gold edges up",Price Direction Constant,0,0,1
"silver plunges on heavy sell-off, gold edges up",Price Direction Down,0,0,1
"silver plunges on heavy sell-off, gold edges up",Asset Comparision,1,1,1
"silver plunges on heavy sell-off, gold edges up",Past Information,1,1,1
"silver plunges on heavy sell-off, gold edges up",Future Information,0,0,1
"silver plunges on heavy sell-off, gold edges up",Price Sentiment_positive,1,0,0
"silver plunges on heavy sell-off, gold edges up",Price Sentiment_negative,0,1,0
"silver plunges on heavy sell-off, gold edges up",Price Sentiment_none,0,0,1
gold / silver / copper futures - weekly outlook: december 19 - 23,Price Direction Up,0,0,1
gold / silver / copper futures - weekly outlook: december 19 - 23,Price Direction Constant,0,0,1
gold / silver / copper futures - weekly outlook: december 19 - 23,Price Direction Down,0,0,1
gold / silver / copper futures - weekly outlook: december 19 - 23,Asset Comparision,1,1,1
gold / silver / copper futures - weekly outlook: december 19 - 23,Past Information,1,1,1
gold / silver / copper futures - weekly outlook: december 19 - 23,Future Information,0,1,0
gold / silver / copper futures - weekly outlook: december 19 - 23,Price Sentiment_positive,0,1,0
gold / silver / copper futures - weekly outlook: december 19 - 23,Price Sentiment_negative,0,1,0
gold / silver / copper futures - weekly outlook: december 19 - 23,Price Sentiment_none,1,0,0
Gold prices finish lower after 2-session climb,Price Direction Up,0,0,1
Gold prices finish lower after 2-session climb,Price Direction Constant,0,0,1
Gold prices finish lower after 2-session climb,Price Direction Down,1,1,1
Gold prices finish lower after 2-session climb,Asset Comparision,0,0,1
Gold prices finish lower after 2-session climb,Past Information,1,1,1
Gold prices finish lower after 2-session climb,Future Information,0,0,1
Gold prices finish lower after 2-session climb,Price Sentiment_positive,0,0,1
Gold prices finish lower after 2-session climb,Price Sentiment_negative,1,1,1
Gold prices finish lower after 2-session climb,Price Sentiment_none,0,0,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Price Direction Up,0,0,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Price Direction Constant,0,0,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Price Direction Down,1,1,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Asset Comparision,0,0,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Past Information,1,1,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Future Information,0,0,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Price Sentiment_positive,0,0,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Price Sentiment_negative,1,1,1
"feb. gold ends down $13.30, or 1.7%, at $752.20 an ounce",Price Sentiment_none,0,0,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Price Direction Up,0,0,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Price Direction Constant,0,0,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Price Direction Down,1,1,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Asset Comparision,0,0,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Past Information,1,1,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Future Information,0,0,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Price Sentiment_positive,0,0,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Price Sentiment_negative,1,1,1
"august gold futures down $9.20, or 0.7%, to $1,295.50 an ounce",Price Sentiment_none,0,0,1
"December gold down 0.4% at $1,267/oz.",Price Direction Up,0,0,1
"December gold down 0.4% at $1,267/oz.",Price Direction Constant,0,0,1
"December gold down 0.4% at $1,267/oz.",Price Direction Down,1,1,1
"December gold down 0.4% at $1,267/oz.",Asset Comparision,0,1,0
"December gold down 0.4% at $1,267/oz.",Past Information,1,1,1
"December gold down 0.4% at $1,267/oz.",Future Information,0,0,1
"December gold down 0.4% at $1,267/oz.",Price Sentiment_positive,0,0,1
"December gold down 0.4% at $1,267/oz.",Price Sentiment_negative,1,1,1
"December gold down 0.4% at $1,267/oz.",Price Sentiment_none,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Price Direction Up,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Price Direction Constant,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Price Direction Down,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Asset Comparision,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Past Information,1,0,0
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Future Information,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Price Sentiment_positive,0,1,0
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Price Sentiment_negative,0,0,1
"world gold council, mmtc-pamp launch india's first precious metals assay and training institute",Price Sentiment_none,1,0,0
"gold falls below key level of &#36;1,200 ahead of us jobs data",Price Direction Up,0,0,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",Price Direction Constant,0,0,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",Price Direction Down,1,1,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",Asset Comparision,0,0,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",Past Information,1,0,0
"gold falls below key level of &#36;1,200 ahead of us jobs data",Future Information,0,1,0
"gold falls below key level of &#36;1,200 ahead of us jobs data",Price Sentiment_positive,0,0,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",Price Sentiment_negative,1,1,1
"gold falls below key level of &#36;1,200 ahead of us jobs data",Price Sentiment_none,0,0,1
gold futures climb above $400 to two-week high,Price Direction Up,1,1,1
gold futures climb above $400 to two-week high,Price Direction Constant,0,0,1
gold futures climb above $400 to two-week high,Price Direction Down,0,0,1
gold futures climb above $400 to two-week high,Asset Comparision,0,0,1
gold futures climb above $400 to two-week high,Past Information,1,0,0
gold futures climb above $400 to two-week high,Future Information,0,0,1
gold futures climb above $400 to two-week high,Price Sentiment_positive,1,1,1
gold futures climb above $400 to two-week high,Price Sentiment_negative,0,0,1
gold futures climb above $400 to two-week high,Price Sentiment_none,0,0,1
gold turns higher on flight-to-safety buying,Price Direction Up,1,1,1
gold turns higher on flight-to-safety buying,Price Direction Constant,0,0,1
gold turns higher on flight-to-safety buying,Price Direction Down,0,0,1
gold turns higher on flight-to-safety buying,Asset Comparision,0,1,0
gold turns higher on flight-to-safety buying,Past Information,1,1,1
gold turns higher on flight-to-safety buying,Future Information,0,0,1
gold turns higher on flight-to-safety buying,Price Sentiment_positive,1,1,1
gold turns higher on flight-to-safety buying,Price Sentiment_negative,0,1,0
gold turns higher on flight-to-safety buying,Price Sentiment_none,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Price Direction Up,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Price Direction Constant,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Price Direction Down,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Asset Comparision,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Past Information,1,0,0
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Future Information,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Price Sentiment_positive,0,1,0
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Price Sentiment_negative,0,0,1
Yamana Gold upgraded to outperform from sector perform at RBC Capital,Price Sentiment_none,1,0,0
gold futures down 70c at $888.50 an ounce,Price Direction Up,0,0,1
gold futures down 70c at $888.50 an ounce,Price Direction Constant,0,0,1
gold futures down 70c at $888.50 an ounce,Price Direction Down,1,0,0
gold futures down 70c at $888.50 an ounce,Asset Comparision,0,0,1
gold futures down 70c at $888.50 an ounce,Past Information,1,0,0
gold futures down 70c at $888.50 an ounce,Future Information,0,0,1
gold futures down 70c at $888.50 an ounce,Price Sentiment_positive,0,0,1
gold futures down 70c at $888.50 an ounce,Price Sentiment_negative,1,1,1
gold futures down 70c at $888.50 an ounce,Price Sentiment_none,0,0,1
"gold prices to reach $2,000 by march 2012: scotia",Price Direction Up,1,1,1
"gold prices to reach $2,000 by march 2012: scotia",Price Direction Constant,0,0,1
"gold prices to reach $2,000 by march 2012: scotia",Price Direction Down,0,0,1
"gold prices to reach $2,000 by march 2012: scotia",Asset Comparision,0,0,1
"gold prices to reach $2,000 by march 2012: scotia",Past Information,1,0,0
"gold prices to reach $2,000 by march 2012: scotia",Future Information,0,1,0
"gold prices to reach $2,000 by march 2012: scotia",Price Sentiment_positive,1,1,1
"gold prices to reach $2,000 by march 2012: scotia",Price Sentiment_negative,0,1,0
"gold prices to reach $2,000 by march 2012: scotia",Price Sentiment_none,0,0,1
gold futures rise more than 3% for the week,Price Direction Up,1,1,1
gold futures rise more than 3% for the week,Price Direction Constant,0,0,1
gold futures rise more than 3% for the week,Price Direction Down,0,0,1
gold futures rise more than 3% for the week,Asset Comparision,0,0,1
gold futures rise more than 3% for the week,Past Information,1,1,1
gold futures rise more than 3% for the week,Future Information,0,0,1
gold futures rise more than 3% for the week,Price Sentiment_positive,1,1,1
gold futures rise more than 3% for the week,Price Sentiment_negative,0,0,1
gold futures rise more than 3% for the week,Price Sentiment_none,0,0,1
gold futures rise after wednesday's drop,Price Direction Up,1,1,1
gold futures rise after wednesday's drop,Price Direction Constant,0,0,1
gold futures rise after wednesday's drop,Price Direction Down,0,0,1
gold futures rise after wednesday's drop,Asset Comparision,0,0,1
gold futures rise after wednesday's drop,Past Information,1,1,1
gold futures rise after wednesday's drop,Future Information,0,0,1
gold futures rise after wednesday's drop,Price Sentiment_positive,1,1,1
gold futures rise after wednesday's drop,Price Sentiment_negative,0,0,1
gold futures rise after wednesday's drop,Price Sentiment_none,0,0,1
gold rate today: gold trades lower in morning deals; silver up,Price Direction Up,0,0,1
gold rate today: gold trades lower in morning deals; silver up,Price Direction Constant,0,0,1
gold rate today: gold trades lower in morning deals; silver up,Price Direction Down,1,1,1
gold rate today: gold trades lower in morning deals; silver up,Asset Comparision,1,1,1
gold rate today: gold trades lower in morning deals; silver up,Past Information,1,0,0
gold rate today: gold trades lower in morning deals; silver up,Future Information,0,0,1
gold rate today: gold trades lower in morning deals; silver up,Price Sentiment_positive,0,0,1
gold rate today: gold trades lower in morning deals; silver up,Price Sentiment_negative,1,1,1
gold rate today: gold trades lower in morning deals; silver up,Price Sentiment_none,0,0,1
